"Element"	"ionState"	"Ei"	"gi"
"Tm"	"I"	5.4521611	12
"Tm"	"I"	5.4527393	14
"Tm"	"I"	5.4554624	10
"Tm"	"I"	5.4729595	8
"Tm"	"I"	5.464307	14
"Tm"	"I"	5.4777378	12
"Tm"	"I"	5.5152326	4
"Tm"	"I"	5.47791	6
"Tm"	"I"	5.480894	8
"Tm"	"I"	5.481393	16
"Tm"	"I"	5.484918	10
"Tm"	"I"	5.485482	6
"Tm"	"I"	5.4880333	8
"Tm"	"I"	5.489575	12
"Tm"	"I"	5.4925289	6
"Tm"	"I"	5.4933912	14
"Tm"	"I"	5.4945724	10
"Tm"	"I"	5.495352	8
"Tm"	"I"	5.496797	20
"Tm"	"I"	5.5028697	12
"Tm"	"I"	5.5071792	8
"Tm"	"I"	5.5072163	14
"Tm"	"I"	5.51187	8
"Tm"	"I"	5.519158	14
"Tm"	"I"	5.519641	6
"Tm"	"I"	5.5209454	8
"Tm"	"I"	5.525461	16
"Tm"	"I"	5.526201	18
"Tm"	"I"	5.5285959	14
"Tm"	"I"	5.540843	10
"Tm"	"I"	5.547922	12
"Tm"	"I"	5.5512985	10
"Tm"	"I"	5.5549717	14
"Tm"	"I"	5.561341	6
"Tm"	"I"	5.5629445	10
"Tm"	"I"	5.565802	8
"Tm"	"I"	5.5692837	10
"Tm"	"I"	5.581549	8
"Tm"	"I"	5.586527	12
"Tm"	"I"	5.5880394	10
"Tm"	"I"	5.5905742	10
"Tm"	"I"	5.595614	8
"Tm"	"I"	5.5975518	10
"Tm"	"I"	5.597841	8
"Tm"	"I"	5.615122	12
"Tm"	"I"	5.627526	14
"Tm"	"I"	5.6299558	8
"Tm"	"I"	5.6372792	10
"Tm"	"I"	5.639529	12
"Tm"	"I"	5.648437	16
"Tm"	"I"	5.654768	16
"Tm"	"I"	5.6581103	12
"Tm"	"I"	5.661199	14
"Tm"	"I"	5.667827	12
"Tm"	"I"	5.6797791	12
"Tm"	"I"	5.69191	6
"Tm"	"I"	5.695155	16
"Tm"	"I"	5.7235553	12
"Tm"	"I"	5.7307252	12
"Tm"	"I"	5.732845	10
"Tm"	"I"	5.735774	12
"Tm"	"I"	5.760437	16
"Tm"	"I"	5.765276	8
"Tm"	"I"	5.7773777	14
"Tm"	"I"	5.7893301	14
"Tm"	"I"	5.798457	18
"Tm"	"I"	5.808714	12
"Tm"	"I"	5.830661	14
"Tm"	"I"	5.8538288	14
"Tm"	"I"	5.88737	12
"Tm"	"I"	5.905433	16
"Tm"	"I"	5.9072186	14
"Tm"	"I"	5.9214083	14
"Tm"	"I"	5.937114	16
"Tm"	"I"	5.9655829	14
"Tm"	"I"	6.019182	10
"Tm"	"I"	6.132076	6
"Tm"	"I"	6.132288	10
"Tm"	"I"	6.133465	8
"Tm"	"I"	6.144669	6
"Tm"	"I"	6.144972	10
"Tm"	"I"	6.1453	8
"Tm"	"I"	6.152946	6
"Tm"	"I"	6.153273	6
"Tm"	"I"	6.160182	6
"Tm"	"I"	6.160478	6
"Tm"	"I"	6.16466	6
"Tm"	"I"	6.165883	6
"Tm"	"I"	6.166419	6
"Tm"	"I"	6.1672	6
"Tm"	"I"	6.16839	6
"Tm"	"I"	6.169326	6
"Tm"	"I"	6.170348	6
"Tm"	"I"	6.171114	6
"Tm"	"I"	6.171761	8
"Tm"	"I"	6.171761	10
"Tm"	"I"	6.172586	6
"Tm"	"I"	6.173353	6
"Tm"	"I"	6.173923	6
"Tm"	"I"	6.174439	6
"Tm"	"I"	6.174971	6
"Tm"	"I"	6.175411	6
"Tm"	"I"	6.175859	6
"Tm"	"I"	6.176114	6
"Tm"	"I"	6.17875	6
"Tm"	"I"	6.179672	6
"Tm"	"I"	6.18211	6
"Tm"	"I"	6.182845	6
"Tm"	"I"	6.18491	6
"Tm"	"I"	6.185564	6
"Tm"	"I"	6.187915	6
"Tm"	"I"	6.189367	6
"Tm"	"I"	6.190061	6
"Tm"	"I"	6.191308	6
"Tm"	"I"	6.19193	6
"Tm"	"I"	6.192954	6
"Tm"	"I"	6.193541	6
"Tm"	"I"	6.194466	6
"Tm"	"I"	6.194999	6
"Tm"	"I"	6.195711	6
"Tm"	"I"	6.196285	6
"Tm"	"I"	6.19678	6
"Tm"	"I"	6.197428	6
"Tm"	"I"	6.197746	6
"Tm"	"I"	6.198471	6
"Tm"	"I"	6.199553	6
"Tm"	"I"	6.200414	6
"Tm"	"I"	6.201212	6
"Tm"	"I"	6.201921	6
"Tm"	"I"	6.20261	6
"Tm"	"I"	6.20319	6
"Tm"	"I"	6.20374	6
"Tm"	"I"	6.204257	6
"Tm"	"I"	6.204761	6
"Tm"	"I"	6.205208	6
"Tm"	"I"	6.205668	6
"Tm"	"I"	6.205987	6
"Tm"	"I"	6.206356	6
"Tm"	"I"	6.206705	6
"Tm"	"I"	6.269126	16
"Tm"	"I"	6.3601868	14
"Tm"	"I"	6.3810613	14
"Tm"	"I"	6.4170099	12
"Tb"	"I"	0	16
"Tb"	"I"	0.3436439	14
"Tb"	"I"	0.5790626	12
"Tb"	"I"	0.7655931	10
"Tb"	"I"	0.0353975	14
"Tb"	"I"	0.0572906	16
"Tb"	"I"	0.0632127	12
"Tb"	"I"	0.2999773	8
"Tb"	"I"	0.3521362	10
"Tb"	"I"	0.3935971	6
"Tb"	"I"	0.4594631	4
"Tb"	"I"	0.4981945	2
"Tb"	"I"	0.1699879	10
"Tb"	"I"	0.2864147	12
"Tb"	"I"	0.473601	8
"Tb"	"I"	0.5821684	6
"Tb"	"I"	0.6799269	4
"Tb"	"I"	0.4611846	14
"Tb"	"I"	0.6637333	12
"Tb"	"I"	0.7228105	10
"Tb"	"I"	0.7760283	2
"Tb"	"I"	0.8044442	8
"Tb"	"I"	0.8432401	6
"Tb"	"I"	0.849257	4
"Tb"	"I"	0.5761335	18
"Tb"	"I"	0.6726217	16
"Tb"	"I"	0.7875166	14
"Tb"	"I"	0.8665032	12
"Tb"	"I"	0.9225701	10
"Tb"	"I"	0.9720175	8
"Tb"	"I"	1.0080758	6
"Tb"	"I"	1.0335707	4
"Tb"	"I"	0.8274898	12
"Tb"	"I"	0.9700759	10
"Tb"	"I"	1.1151957	8
"Tb"	"I"	1.2436049	6
"Tb"	"I"	0.875316	14
"Tb"	"I"	1.1074417	12
"Tb"	"I"	1.238197	10
"Tb"	"I"	1.377101	8
"Tb"	"I"	0.9629871	16
"Tb"	"I"	1.2104602	14
"Tb"	"I"	1.3635596	12
"Tb"	"I"	1.4823867	10
"Tb"	"I"	1.5763413	8
"Tb"	"I"	1.0040085	10
"Tb"	"I"	1.2801046	8
"Tb"	"I"	1.0154882	16
"Tb"	"I"	1.0262222	14
"Tb"	"I"	1.0546976	18
"Tb"	"I"	1.0719934	12
"Tb"	"I"	1.133864	10
"Tb"	"I"	1.2234327	8
"Tb"	"I"	1.2964618	6
"Tb"	"I"	1.3539298	4
"Tb"	"I"	1.2271621	10
"Tb"	"I"	1.324172	10
"Tb"	"I"	1.396113	12
"Tb"	"I"	1.404882	20
"Tb"	"I"	1.416636	14
"Tb"	"I"	1.435821	16
"Tb"	"I"	1.472833	18
"Tb"	"I"	1.516113	10
"Tb"	"I"	1.518929	8
"Tb"	"I"	1.522935	22
"Tb"	"I"	1.524565	6
"Tb"	"I"	1.543993	12
"Tb"	"I"	1.546795	14
"Tb"	"I"	1.565756	16
"Tb"	"I"	1.56782	8
"Tb"	"I"	1.584061	10
"Tb"	"I"	1.600214	14
"Tb"	"I"	1.603445	16
"Tb"	"I"	1.620635	12
"Tb"	"I"	1.626236	14
"Tb"	"I"	1.646167	8
"Tb"	"I"	1.66119	20
"Tb"	"I"	1.688202	12
"Tb"	"I"	1.688998	14
"Tb"	"I"	1.694425	12
"Tb"	"I"	1.702194	8
"Tb"	"I"	1.704958	10
"Tb"	"I"	1.737875	18
"Tb"	"I"	1.806409	16
"Tb"	"I"	1.824813	18
"Tb"	"I"	1.84589	16
"Tb"	"I"	1.859627	14
"Tb"	"I"	1.872031	16
"Tb"	"I"	1.883225	12
"Tb"	"I"	1.883228	18
"Tb"	"I"	1.884686	16
"Tb"	"I"	1.901884	10
"Tb"	"I"	1.978002	12
"Tb"	"I"	1.907843	16
"Tb"	"I"	1.958782	18
"Tb"	"I"	1.962071	10
"Tb"	"I"	1.989148	14
"Tb"	"I"	1.99015	16
"Tb"	"I"	2.019235	14
"Tb"	"I"	2.026311	16
"Tb"	"I"	2.0372	16
"Tb"	"I"	2.039974	8
"Tb"	"I"	2.051187	12
"Tb"	"I"	2.072893	16
"Tb"	"I"	2.073333	8
"Tb"	"I"	2.114206	14
"Tb"	"I"	2.122451	12
"Tb"	"I"	2.127883	10
"Tb"	"I"	2.138677	18
"Tb"	"I"	2.216339	14
"Tb"	"I"	2.1441	6
"Tb"	"I"	2.150124	14
"Tb"	"I"	2.151247	12
"Tb"	"I"	2.157476	20
"Tb"	"I"	2.158518	16
"Tb"	"I"	2.159434	10
"Tb"	"I"	2.162417	14
"Tb"	"I"	2.177264	6
"Tb"	"I"	2.199554	12
"Tb"	"I"	2.201139	10
"Tb"	"I"	2.223337	18
"Tb"	"I"	2.223849	4
"Tb"	"I"	2.237058	16
"Tb"	"I"	2.246689	8
"Tb"	"I"	2.248563	14
"Tb"	"I"	2.254402	12
"Tb"	"I"	2.255633	4
"Tb"	"I"	2.263999	8
"Tb"	"I"	2.274326	12
"Tb"	"I"	2.281007	2
"Tb"	"I"	2.282617	16
"Tb"	"I"	2.28898	12
"Tb"	"I"	2.293361	10
"Tb"	"I"	2.302749	2
"Tb"	"I"	2.307004	14
"Tb"	"I"	2.307528	10
"Tb"	"I"	2.311747	10
"Tb"	"I"	2.319743	6
"Tb"	"I"	2.331525	14
"Tb"	"I"	2.337214	10
"Tb"	"I"	2.341037	16
"Tb"	"I"	2.341103	12
"Tb"	"I"	2.345214	6
"Tb"	"I"	2.358807	8
"Tb"	"I"	2.365635	16
"Tb"	"I"	2.369195	4
"Tb"	"I"	2.371997	18
"Tb"	"I"	2.374925	10
"Tb"	"I"	2.375824	18
"Tb"	"I"	2.389173	14
"Tb"	"I"	2.389981	4
"Tb"	"I"	2.394176	8
"Tb"	"I"	2.394532	2
"Tb"	"I"	2.395037	12
"Tb"	"I"	2.396922	12
"Tb"	"I"	2.408009	2
"Tb"	"I"	2.411548	10
"Tb"	"I"	2.429866	16
"Tb"	"I"	2.430899	14
"Tb"	"I"	2.437332	14
"Tb"	"I"	2.441388	10
"Tb"	"I"	2.441832	8
"Tb"	"I"	2.449907	6
"Tb"	"I"	2.45256	12
"Tb"	"I"	2.467428	8
"Tb"	"I"	2.469816	16
"Tb"	"I"	2.472411	8
"Tb"	"I"	2.474545	12
"Tb"	"I"	2.483716	8
"Tb"	"I"	2.484031	10
"Tb"	"I"	2.484969	6
"Tb"	"I"	2.497047	14
"Tb"	"I"	2.51074	12
"Tb"	"I"	2.517624	14
"Tb"	"I"	2.525992	12
"Tb"	"I"	2.53373	10
"Tb"	"I"	2.538382	8
"Tb"	"I"	2.545977	18
"Tb"	"I"	2.554904	6
"Tb"	"I"	2.55733	10
"Tb"	"I"	2.564493	8
"Tb"	"I"	2.564988	4
"Tb"	"I"	2.566552	16
"Tb"	"I"	2.572759	20
"Tb"	"I"	2.574234	8
"Tb"	"I"	2.578017	14
"Tb"	"I"	2.578382	12
"Tb"	"I"	2.581766	6
"Tb"	"I"	2.594756	14
"Tb"	"I"	2.602412	14
"Tb"	"I"	2.604261	6
"Tb"	"I"	2.614048	16
"Tb"	"I"	2.619859	10
"Tb"	"I"	2.628112	12
"Tb"	"I"	2.630688	14
"Tb"	"I"	2.631389	8
"Tb"	"I"	2.638707	6
"Tb"	"I"	2.643885	18
"Tb"	"I"	2.653003	16
"Tb"	"I"	2.655996	8
"Tb"	"I"	2.663107	12
"Tb"	"I"	2.665193	6
"Tb"	"I"	2.667987	10
"Tb"	"I"	2.687199	12
"Tb"	"I"	2.687891	6
"Tb"	"I"	2.694132	8
"Tb"	"I"	2.694415	4
"Tb"	"I"	2.699474	8
"Tb"	"I"	2.704353	16
"Tb"	"I"	2.707557	18
"Tb"	"I"	2.709654	14
"Tb"	"I"	2.711898	12
"Tb"	"I"	2.712697	6
"Tb"	"I"	2.713662	10
"Tb"	"I"	2.721014	22
"Tb"	"I"	2.726083	12
"Tb"	"I"	2.729031	10
"Tb"	"I"	2.738109	16
"Tb"	"I"	2.749803	4
"Tb"	"I"	2.750437	6
"Tb"	"I"	2.752762	10
"Tb"	"I"	2.755249	14
"Tb"	"I"	2.755409	16
"Tb"	"I"	2.760457	2
"Tb"	"I"	2.762235	12
"Tb"	"I"	2.766283	20
"Tb"	"I"	2.768317	10
"Tb"	"I"	2.775029	14
"Tb"	"I"	2.776588	6
"Tb"	"I"	2.788774	14
"Tb"	"I"	2.792639	12
"Tb"	"I"	2.796684	8
"Tb"	"I"	2.804258	4
"Tb"	"I"	2.807566	14
"Tb"	"I"	2.809863	10
"Tb"	"I"	2.815248	6
"Tb"	"I"	2.817898	14
"Tb"	"I"	2.818999	18
"Tb"	"I"	2.821259	12
"Tb"	"I"	2.830627	12
"Tb"	"I"	2.831649	16
"Tb"	"I"	2.832164	10
"Tb"	"I"	2.835371	4
"Tb"	"I"	2.842664	6
"Tb"	"I"	2.843377	8
"Tb"	"I"	2.846554	12
"Tb"	"I"	2.853994	10
"Tb"	"I"	2.855584	16
"Tb"	"I"	2.857021	14
"Tb"	"I"	2.864934	18
"Tb"	"I"	2.869976	16
"Tb"	"I"	2.864458	12
"Tb"	"I"	2.865566	16
"Tb"	"I"	2.875398	10
"Tb"	"I"	2.878153	16
"Tb"	"I"	2.882406	14
"Tb"	"I"	2.882504	2
"Tb"	"I"	2.900545	12
"Tb"	"I"	2.904433	12
"Tb"	"I"	2.905986	12
"Tb"	"I"	2.908092	6
"Tb"	"I"	2.909262	16
"Tb"	"I"	2.912126	6
"Tb"	"I"	2.912699	6
"Tb"	"I"	2.916101	10
"Tb"	"I"	2.937162	14
"Tb"	"I"	2.940947	14
"Tb"	"I"	2.941554	10
"Tb"	"I"	2.945489	4
"Tb"	"I"	2.950479	18
"Tb"	"I"	2.956718	14
"Tb"	"I"	2.961952	16
"Tb"	"I"	2.964125	16
"Tb"	"I"	2.969614	12
"Tb"	"I"	2.970322	10
"Tb"	"I"	2.976083	14
"Tb"	"I"	2.979602	8
"Tb"	"I"	2.981732	14
"Tb"	"I"	2.985005	8
"Tb"	"I"	2.986231	16
"Tb"	"I"	2.986595	14
"Tb"	"I"	2.987038	10
"Tb"	"I"	2.999005	18
"Tb"	"I"	3.005794	14
"Tb"	"I"	3.009225	6
"Tb"	"I"	3.015999	16
"Tb"	"I"	3.020662	10
"Tb"	"I"	3.024321	12
"Tb"	"I"	3.027734	4
"Tb"	"I"	3.030014	12
"Tb"	"I"	3.030616	4
"Tb"	"I"	3.035271	10
"Tb"	"I"	3.036491	12
"Tb"	"I"	3.044015	4
"Tb"	"I"	3.044764	10
"Tb"	"I"	3.051731	6
"Tb"	"I"	3.054591	14
"Tb"	"I"	3.05479	16
"Tb"	"I"	3.057314	12
"Tb"	"I"	3.062611	12
"Tb"	"I"	3.070979	14
"Tb"	"I"	3.071744	10
"Tb"	"I"	3.07719	12
"Tb"	"I"	3.077894	14
"Tb"	"I"	3.080201	10
"Tb"	"I"	3.086213	18
"Tb"	"I"	3.091954	16
"Tb"	"I"	3.101423	10
"Tb"	"I"	3.1053	8
"Tb"	"I"	3.107761	10
"Tb"	"I"	3.10906	16
"Tb"	"I"	3.114773	14
"Tb"	"I"	3.115868	12
"Tb"	"I"	3.116319	8
"Tb"	"I"	3.125741	14
"Tb"	"I"	3.125841	12
"Tb"	"I"	3.127711	10
"Tb"	"I"	3.12954	8
"Tb"	"I"	3.141827	4
"Tb"	"I"	3.142874	10
"Tb"	"I"	3.145956	14
"Tb"	"I"	3.148351	14
"Tb"	"I"	3.153391	8
"Tb"	"I"	3.158636	6
"Tb"	"I"	3.162811	10
"Tb"	"I"	3.168225	14
"Tb"	"I"	3.172101	10
"Tb"	"I"	3.178691	12
"Tb"	"I"	3.188586	14
"Tb"	"I"	3.201958	16
"Tb"	"I"	3.180502	8
"Tb"	"I"	3.183519	6
"Tb"	"I"	3.18942	14
"Tb"	"I"	3.193015	12
"Tb"	"I"	3.196681	6
"Tb"	"I"	3.199549	14
"Tb"	"I"	3.201059	12
"Tb"	"I"	3.206146	12
"Tb"	"I"	3.20621	10
"Tb"	"I"	3.212256	8
"Tb"	"I"	3.224414	10
"Tb"	"I"	3.22892	14
"Tb"	"I"	3.229936	8
"Tb"	"I"	3.234283	14
"Tb"	"I"	3.234392	18
"Tb"	"I"	3.23497	12
"Tb"	"I"	3.23573	16
"Tb"	"I"	3.238256	10
"Tb"	"I"	3.238904	8
"Tb"	"I"	3.243094	14
"Tb"	"I"	3.252247	6
"Tb"	"I"	3.253414	12
"Tb"	"I"	3.255025	14
"Tb"	"I"	3.258341	8
"Tb"	"I"	3.260505	12
"Tb"	"I"	3.260952	10
"Tb"	"I"	3.263016	14
"Tb"	"I"	3.265083	12
"Tb"	"I"	3.271446	14
"Tb"	"I"	3.272498	8
"Tb"	"I"	3.273556	4
"Tb"	"I"	3.274657	12
"Tb"	"I"	3.277987	12
"Tb"	"I"	3.278307	10
"Tb"	"I"	3.284106	14
"Tb"	"I"	3.288238	12
"Tb"	"I"	3.288368	8
"Tb"	"I"	3.292185	12
"Tb"	"I"	3.295576	10
"Tb"	"I"	3.296089	14
"Tb"	"I"	3.297099	14
"Tb"	"I"	3.297242	8
"Tb"	"I"	3.306505	8
"Tb"	"I"	3.307104	10
"Tb"	"I"	3.31141	16
"Tb"	"I"	3.313928	6
"Tb"	"I"	3.317465	10
"Tb"	"I"	3.321228	14
"Tb"	"I"	3.321852	8
"Tb"	"I"	3.323809	12
"Tb"	"I"	3.330052	2
"Tb"	"I"	3.337272	12
"Tb"	"I"	3.341413	14
"Tb"	"I"	3.343424	10
"Tb"	"I"	3.344326	14
"Tb"	"I"	3.350042	12
"Tb"	"I"	3.350441	10
"Tb"	"I"	3.3507	6
"Tb"	"I"	3.353299	14
"Tb"	"I"	3.355201	12
"Tb"	"I"	3.360336	10
"Tb"	"I"	3.366485	10
"Tb"	"I"	3.366676	16
"Tb"	"I"	3.374907	12
"Tb"	"I"	3.379695	8
"Tb"	"I"	3.384166	14
"Tb"	"I"	3.38578	4
"Tb"	"I"	3.386519	10
"Tb"	"I"	3.390241	14
"Tb"	"I"	3.391615	6
"Tb"	"I"	3.397055	14
"Tb"	"I"	3.397499	12
"Tb"	"I"	3.399658	16
"Tb"	"I"	3.403431	10
"Tb"	"I"	3.404451	18
"Tb"	"I"	3.406234	16
"Tb"	"I"	3.408613	12
"Tb"	"I"	3.412737	6
"Tb"	"I"	3.413079	14
"Tb"	"I"	3.413532	8
"Tb"	"I"	3.419084	12
"Tb"	"I"	3.419716	10
"Tb"	"I"	3.423419	16
"Tb"	"I"	3.426126	4
"Tb"	"I"	3.429994	14
"Tb"	"I"	3.432458	4
"Tb"	"I"	3.434232	14
"Tb"	"I"	3.441576	6
"Tb"	"I"	3.450924	14
"Tb"	"I"	3.452764	14
"Tb"	"I"	3.460936	8
"Tb"	"I"	3.462024	10
"Tb"	"I"	3.46351	14
"Tb"	"I"	3.46436	14
"Tb"	"I"	3.465639	10
"Tb"	"I"	3.466483	12
"Tb"	"I"	3.467196	4
"Tb"	"I"	3.470509	12
"Tb"	"I"	3.47752	10
"Tb"	"I"	3.479671	12
"Tb"	"I"	3.480277	6
"Tb"	"I"	3.483551	14
"Tb"	"I"	3.491019	6
"Tb"	"I"	3.494953	12
"Tb"	"I"	3.495508	18
"Tb"	"I"	3.498864	8
"Tb"	"I"	3.509507	8
"Tb"	"I"	3.510675	12
"Tb"	"I"	3.51104	10
"Tb"	"I"	3.51596	8
"Tb"	"I"	3.517702	14
"Tb"	"I"	3.523311	12
"Tb"	"I"	3.523749	10
"Tb"	"I"	3.523865	8
"Tb"	"I"	3.524366	4
"Tb"	"I"	3.527778	2
"Tb"	"I"	3.528207	6
"Tb"	"I"	3.532111	16
"Tb"	"I"	3.533614	12
"Tb"	"I"	3.53402	8
"Tb"	"I"	3.534641	6
"Tb"	"I"	3.535876	14
"Tb"	"I"	3.53635	10
"Tb"	"I"	3.540241	12
"Tb"	"I"	3.544204	6
"Tb"	"I"	3.54658	8
"Tb"	"I"	3.554631	4
"Tb"	"I"	3.556357	6
"Tb"	"I"	3.565772	8
"Tb"	"I"	3.568483	10
"Tb"	"I"	3.578245	10
"Tb"	"I"	3.581933	14
"Tb"	"I"	3.585193	10
"Tb"	"I"	3.585516	12
"Tb"	"I"	3.591975	12
"Tb"	"I"	3.592026	12
"Tb"	"I"	3.594236	10
"Tb"	"I"	3.600706	8
"Tb"	"I"	3.603493	2
"Tb"	"I"	3.608362	14
"Tb"	"I"	3.611215	10
"Tb"	"I"	3.620867	6
"Tb"	"I"	3.621648	10
"Tb"	"I"	3.625873	12
"Tb"	"I"	3.633516	18
"Tb"	"I"	3.635973	12
"Tb"	"I"	3.640924	8
"Tb"	"I"	3.643744	16
"Tb"	"I"	3.644101	20
"Tb"	"I"	3.645134	6
"Tb"	"I"	3.649228	10
"Tb"	"I"	3.653317	10
"Tb"	"I"	3.655483	6
"Tb"	"I"	3.662866	14
"Tb"	"I"	3.667091	8
"Tb"	"I"	3.671561	12
"Tb"	"I"	3.674678	12
"Tb"	"I"	3.682668	14
"Tb"	"I"	3.685661	10
"Tb"	"I"	3.685689	12
"Tb"	"I"	3.685967	8
"Tb"	"I"	3.686994	12
"Tb"	"I"	3.690943	4
"Tb"	"I"	3.698695	4
"Tb"	"I"	3.702135	16
"Tb"	"I"	3.702338	12
"Tb"	"I"	3.703066	14
"Tb"	"I"	3.70962	8
"Tb"	"I"	3.72623	12
"Tb"	"I"	3.726744	18
"Tb"	"I"	3.728	16
"Tb"	"I"	3.73137	18
"Tb"	"I"	3.750327	10
"Tb"	"I"	3.751012	6
"Tb"	"I"	3.75333	8
"Tb"	"I"	3.76394	20
"Tb"	"I"	3.769749	14
"Tb"	"I"	3.770414	8
"Tb"	"I"	3.773714	8
"Tb"	"I"	3.787314	10
"Tb"	"I"	3.787726	14
"Tb"	"I"	3.791097	16
"Tb"	"I"	3.793773	10
"Tb"	"I"	3.794843	16
"Tb"	"I"	3.799309	10
"Tb"	"I"	3.799844	6
"Tb"	"I"	3.802099	18
"Tb"	"I"	3.803867	8
"Tb"	"I"	3.805704	12
"Tb"	"I"	3.806156	10
"Tb"	"I"	3.815581	4
"Tb"	"I"	3.817434	10
"Tb"	"I"	3.821884	14
"Tb"	"I"	3.825278	4
"Tb"	"I"	3.833097	12
"Tb"	"I"	3.834679	2
"Tb"	"I"	3.837057	14
"Tb"	"I"	3.838311	16
"Tb"	"I"	3.839685	6
"Tb"	"I"	3.840649	12
"Tb"	"I"	3.855093	8
"Tb"	"I"	3.859805	6
"Tb"	"I"	3.871019	12
"Tb"	"I"	3.881604	6
"Tb"	"I"	3.884828	8
"Tb"	"I"	3.888959	10
"Tb"	"I"	3.893224	12
"Tb"	"I"	3.893848	16
"Tb"	"I"	3.902713	10
"Tb"	"I"	3.90307	6
"Tb"	"I"	3.904622	8
"Tb"	"I"	3.910711	14
"Tb"	"I"	3.913384	16
"Tb"	"I"	3.914945	10
"Tb"	"I"	3.91734	6
"Tb"	"I"	3.919624	20
"Tb"	"I"	3.929703	12
"Tb"	"I"	3.931094	6
"Tb"	"I"	3.932258	10
"Tb"	"I"	3.942751	14
"Tb"	"I"	3.950051	10
"Tb"	"I"	3.955272	8
"Tb"	"I"	3.963452	4
"Tb"	"I"	3.969477	16
"Tb"	"I"	3.976321	6
"Tb"	"I"	3.987199	8
"Tb"	"I"	3.987762	10
"Tb"	"I"	3.994467	6
"Tb"	"I"	4.000964	6
"Tb"	"I"	4.031574	6
"Tb"	"I"	4.039807	8
"Tb"	"I"	4.042548	14
"Tb"	"I"	4.047325	6
"Tb"	"I"	4.048912	12
"Tb"	"I"	4.06048	8
"Tb"	"I"	4.06509	6
"Tb"	"I"	4.070364	6
"Tb"	"I"	4.07066	12
"Tb"	"I"	4.080556	12
"Tb"	"I"	4.086669	6
"Tb"	"I"	4.097822	14
"Tb"	"I"	4.110208	12
"Tb"	"I"	4.127823	14
"Tb"	"I"	4.129594	20
"Tb"	"I"	4.134712	4
"Tb"	"I"	4.147884	12
"Tb"	"I"	4.161905	12
"Tb"	"I"	4.17062	10
"Tb"	"I"	4.174464	22
"Tb"	"I"	4.177819	2
"Tb"	"I"	4.181616	8
"Tb"	"I"	4.187141	10
"Tb"	"I"	4.19552	12
"Tb"	"I"	4.229707	6
"Tb"	"I"	4.232746	10
"Tb"	"I"	4.234167	14
"Tb"	"I"	4.243229	22
"Tb"	"I"	4.27091	8
"Tb"	"I"	4.291866	20
"Tb"	"I"	4.339437	20
"Pm"	"I"	0	6
"Pm"	"I"	0.099661	8
"Pm"	"I"	0.216821	10
"Pm"	"I"	0.346796	12
"Pm"	"I"	0.485898	14
"Pm"	"I"	0.631054	16
"Pm"	"I"	0.650853	2
"Pm"	"I"	0.677016	4
"Pm"	"I"	0.728139	6
"Pm"	"I"	0.813691	8
"Pm"	"I"	0.929632	10
"Pm"	"I"	1.067406	12
"Pm"	"I"	2.120715	8
"Pm"	"I"	2.480433	4
"Pm"	"I"	2.499255	8
"Pm"	"I"	2.512661	6
"Pm"	"I"	2.543903	6
"Pm"	"I"	2.550077	6
"Pm"	"I"	2.561514	8
"Pm"	"I"	2.563474	6
"Pm"	"I"	2.592386	8
"Pm"	"I"	2.616079	8
"Pm"	"I"	2.621405	8
"Pm"	"I"	2.633113	10
"Pm"	"I"	2.646842	8
"Pm"	"I"	2.649673	8
"Pm"	"I"	2.676893	4
"Pm"	"I"	2.681214	10
"Pm"	"I"	2.685236	6
"Pm"	"I"	2.686341	8
"Pm"	"I"	2.69454	10
"Pm"	"I"	2.717794	10
"Pm"	"I"	2.720972	4
"Pm"	"I"	2.724709	8
"Pm"	"I"	2.729314	4
"Pm"	"I"	2.737581	6
"Pm"	"I"	2.738148	8
"Pm"	"I"	2.753124	10
"Pm"	"I"	2.75979	2
"Pm"	"I"	2.764223	10
"Pm"	"I"	2.765001	6
"Pm"	"I"	2.76608	8
"Pm"	"I"	2.771751	10
"Pm"	"I"	2.775766	4
"Pm"	"I"	2.779003	12
"Pm"	"I"	2.780418	6
"Pm"	"I"	2.782974	12
"Pm"	"I"	2.784278	10
"Pm"	"I"	2.792484	6
"Pm"	"I"	2.800403	10
"Pm"	"I"	2.80878	8
"Pm"	"I"	2.80907	6
"Pm"	"I"	2.822045	12
"Pm"	"I"	2.828964	12
"Pm"	"I"	2.839888	6
"Pm"	"I"	2.84354	8
"Pm"	"I"	2.852424	12
"Pm"	"I"	2.855846	12
"Pm"	"I"	2.873722	8
"Pm"	"I"	2.875013	6
"Pm"	"I"	2.876226	12
"Pm"	"I"	2.885869	10
"Pm"	"I"	2.886216	8
"Pm"	"I"	2.89306	6
"Pm"	"I"	2.893485	8
"Pm"	"I"	2.89442	12
"Pm"	"I"	2.905619	10
"Pm"	"I"	2.90666	6
"Pm"	"I"	2.911227	10
"Pm"	"I"	2.913823	12
"Pm"	"I"	2.918447	6
"Pm"	"I"	2.919902	12
"Pm"	"I"	2.922465	10
"Pm"	"I"	2.924082	8
"Pm"	"I"	2.92963	14
"Pm"	"I"	2.939983	8
"Pm"	"I"	2.942464	2
"Pm"	"I"	2.943437	14
"Pm"	"I"	2.943876	8
"Pm"	"I"	2.945935	12
"Pm"	"I"	2.966559	4
"Pm"	"I"	2.968028	14
"Pm"	"I"	2.977269	14
"Pm"	"I"	2.980434	12
