line,el,wl,Ek,n,bias,scatter,within,bias_direct,scatter_direct,n_direct,f_direct,f_rescued,blend_median,weight
213,Ni,220.74099731445312,6.870934963226318,2788.0,-1.317761555272952,1.8155668234135642,2.9734415532006446,0.07127215849971691,0.0923746879809424,402.0,0.12014345487148835,0.8332337118947998,0.24208607524633408,0.08386135484066494
216,Ni,221.7169952392578,6.632719039916992,2208.0,-1.7187489078281075,1.8649647136170973,3.3204645461588207,-0.4064687385314443,0.12144545208603695,896.0,0.26778242677824265,0.6598924088463838,0.15214920789003372,0.006079534633846521
233,Ni,225.4550018310547,6.821451187133789,2391.0,0.24108681130064724,0.4172835588952771,0.26068854282092696,,,,0.0,0.714584578601315,0.31821948289871216,0.99891000460883
237,Ni,226.51600646972656,6.72770881652832,1752.0,-1.0881028434102689,0.878166253126417,0.2682583113379907,0.10066631739273646,0.10349408220600574,1041.0,0.3111177525403467,0.5236102809324567,0.6118278503417969,0.0038361069702746906
241,Ni,227.09100341796875,6.616437911987305,501.0,-2.1992477524871816,1.2010070913604678,0.4976444012952659,-0.0781192030592166,0.115795333120286,1428.0,0.42677824267782427,0.14973102211595934,0.29964202642440796,0.0020458352902744037
244,Ni,227.94700622558594,7.119193077087402,1442.0,0.16746512031909333,0.17871775498963696,0.16418793967222078,-1.5404818739739312e-05,1.0497141021502897e-06,1504.0,0.44949193066347876,0.4309623430962343,0.2365763783454895,0.003996272440545666
250,Ni,229.06900024414062,5.412527084350586,2083.0,-1.6065125623051877,0.7556631924632017,0.4132293304093934,,,,0.0,0.622534369396294,0.5186340808868408,0.9994561881978417
251,Ni,230.37100219726562,6.538733959197998,81.0,-2.2295597576426047,1.8381976694030313,3.5351916999467625,0.05162317363347313,0.11050264776647244,1069.0,0.3194859533771668,0.0242080095636581,0.7267963886260986,0.0070874299549867955
256,Ni,231.6750030517578,6.392358779907227,3041.0,-1.093317585902355,1.1803168519875031,0.43593571678423715,,,,0.0,0.9088463837417813,0.043165288865566254,0.002172262484244679
425,Ni,301.2879943847656,4.537919521331787,2610.0,-0.6480786274456243,1.014591745790617,0.396463163922557,-0.2824076787147938,0.13272310589994263,87.0,0.026001195457262403,0.780035863717872,0.3700428307056427,0.0037579887142712557
431,Ni,305.1709899902344,4.088177680969238,2544.0,-0.868297425967322,1.0360749861932617,0.5182774019974791,-0.20745023644836458,0.12471960571670895,92.0,0.02749551703526599,0.7603108188882247,0.3962554782629013,0.0031802428760214956
505,Ni,337.0539855957031,3.6784770488739014,1853.0,-0.4813754124340086,0.6183984542979533,0.40481905916724364,,,,0.00029886431560071725,0.5537955768081291,0.11124377697706223,0.035959241332644394
507,Ni,338.15399169921875,4.0892791748046875,2142.0,-0.6977959158705502,1.4202586800496373,0.9412692272253794,0.3545579178492435,0.18855653368497025,438.0,0.13090257023311416,0.6401673640167364,0.22426263988018036,0.0025895457779549465
517,Ni,342.468994140625,3.832700729370117,2850.0,-0.05502702496128897,1.37941068074976,0.5079540787073871,,,,0.0020920502092050207,0.8517632994620442,0.1765369474887848,0.005157600718207486
520,Ni,343.8269958496094,3.606013059616089,3110.0,-0.4277953589193686,1.6970092785813526,2.269975197330965,0.4656112361368834,0.10889270910068229,38.0,0.011356843992827256,0.9294680215182307,0.16190771013498306,0.005525022378636907
535,Ni,352.55499267578125,3.5421297550201416,2582.0,-0.690382090931335,1.1290309738710689,2.406083102615564,-0.08205056597985916,0.17305771083047164,486.0,0.1452480573819486,0.771667662881052,0.08997291326522827,0.003180124959787724
